stars,title,body,date,version
5,"","Excellant",2026-04-20,18.7.1
5,"","👍",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
5,"","It is very good app.",2026-04-20,Unknown
5,"","Good",2026-04-20,18.6.1
5,"","nice",2026-04-20,18.7.1
5,"","nice",2026-04-20,18.7.1
5,"","nice and very easy to handel",2026-04-20,18.7.1
5,"","Good",2026-04-20,18.7.1
5,"","very user friendly",2026-04-20,18.7.1
5,"","nice",2026-04-20,18.7.1
5,"","very good",2026-04-20,18.7.1
1,"","its a legal looting... mental harrsament.. distracting youth",2026-04-20,18.7.1
5,"","nice",2026-04-20,18.7.1
5,"","great app everything is clean and minimal is it understand",2026-04-20,18.7.1
5,"","nice aap",2026-04-20,18.7.1
5,"","very nice day",2026-04-20,18.5.0
5,"","good",2026-04-20,18.7.1
5,"","It is too easy to use.",2026-04-20,18.7.1
1,"","this app is a scam. pls don't use",2026-04-20,Unknown
5,"","excellent",2026-04-20,18.7.1
5,"","thank you for this app",2026-04-20,18.7.1
5,"","best",2026-04-20,Unknown
5,"","good",2026-04-20,18.6.1
1,"","third class gutter class app always glitches money loosing, if u r an retailer you lost all of your money if u use grow appp",2026-04-20,18.7.1
5,"","jordar app",2026-04-20,18.7.1
4,"","super",2026-04-20,18.5.0
1,"","If Groww cannot execute orders at the correct price and repeatedly hits the wrong target, how are traders supposed to trust the platform for professional trading in Nifty 50 F&O? These technical issues can lead to serious financial losses i Will delete my grow account now",2026-04-20,18.7.1
5,"","nice 👍",2026-04-20,18.7.1
5,"","super",2026-04-20,18.7.1
5,"","easy to use",2026-04-20,18.7.1
5,"","good",2026-04-20,18.6.1
4,"","easy to access, good response, quick transfer",2026-04-20,18.6.1
5,"","OUTSTANDING performance",2026-04-20,18.7.1
5,"","best",2026-04-20,18.6.1
5,"","best",2026-04-20,Unknown
5,"","really good app",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
1,"","Black list Company Not Remove on Groww app(Bharat Global Developers )",2026-04-20,18.7.1
5,"","good",2026-04-20,Unknown
5,"","all good",2026-04-20,18.7.0
5,"","good",2026-04-20,18.6.1
4,"","good",2026-04-20,18.6.1
5,"","good app's",2026-04-20,18.6.1
5,"","gud",2026-04-20,18.7.1
5,"","good platform",2026-04-20,18.7.1
5,"","good",2026-04-20,18.5.0
5,"","👍💯",2026-04-20,18.4.3
5,"","good broker 😃",2026-04-20,18.7.1
5,"","excellent",2026-04-20,18.7.1
5,"","good & real aap",2026-04-20,18.7.1
3,"","unable to delete my account",2026-04-20,18.7.1
5,"","good platform for investing",2026-04-20,18.7.1
4,"","achha hai",2026-04-20,18.7.1
5,"","this is the great platform for the investing and also great for the bestest and trusted app this is you can earn more and more great",2026-04-20,18.7.1
5,"","this is really nice app and very good working",2026-04-20,18.5.0
5,"","good",2026-04-20,18.7.1
5,"","good and easy used",2026-04-20,18.7.1
4,"","not bad",2026-04-20,18.6.1
5,"","v good",2026-04-20,18.6.1
5,"","good app",2026-04-20,18.7.1
3,"","good",2026-04-20,17.94.1
5,"","reliable for 7years.",2026-04-20,18.7.1
5,"","Nice platform to grow wealth.",2026-04-20,18.7.1
5,"","good app",2026-04-20,18.7.1
3,"","Good for Investment",2026-04-20,18.7.0
5,"","good",2026-04-20,18.7.1
4,"","good",2026-04-20,18.7.1
5,"","tarik ki majboori nhi samjhte ye log.",2026-04-20,18.7.1
1,"","nice",2026-04-20,18.7.0
5,"","ok 👌",2026-04-20,18.6.1
5,"","super 👍",2026-04-20,18.7.1
5,"","nice",2026-04-20,18.7.1
5,"","awesome 😎😎😎",2026-04-20,18.7.1
5,"","nice application",2026-04-20,18.7.1
5,"","good",2026-04-20,17.94.1
5,"","good 👍",2026-04-20,18.7.1
4,"","It's good for investment",2026-04-20,18.7.1
5,"","very good 👍",2026-04-20,18.4.3
5,"","very good 👍👍 treding aap",2026-04-20,18.7.1
5,"","good app to start stock market and mutual funds for beginners",2026-04-20,18.7.1
4,"","good working app",2026-04-20,18.7.1
5,"","aap bahut hi achcha Laga",2026-04-20,18.6.1
5,"","I have been using the Groww app since 2021, and it is a good platform for investment. The app is user-friendly, easy to navigate, and suitable for both beginners and experienced investors.",2026-04-20,18.7.1
5,"","operate very easy",2026-04-20,18.7.1
5,"","good",2026-04-20,18.6.1
5,"","best app for trading",2026-04-20,18.7.1
5,"","ok good 👍🏻😊",2026-04-20,18.7.1
5,"","best app for trading",2026-04-20,18.7.0
5,"","Absolutely phenomenal app. Will get everything you could possibly need in terms of instruments or information and in a really great user interface that you just cannot not win with.",2026-04-20,18.7.1
5,"","very nice app for trades please download and try",2026-04-20,18.7.1
5,"","very good",2026-04-20,18.7.1
5,"","good",2026-04-20,18.7.1
4,"","it was good.",2026-04-20,18.7.1
5,"","Great app for new beginners",2026-04-20,18.7.1
5,"","nice app",2026-04-20,18.7.1
5,"","very good",2026-04-20,15.47
5,"","good",2026-04-20,18.7.1
5,"","no 1 app for trading",2026-04-20,Unknown
5,"","Nice 👍",2026-04-20,18.6.1
4,"","nice",2026-04-20,18.7.1
5,"","nice",2026-04-20,18.7.1
5,"","Super",2026-04-20,18.7.1
5,"","और नहीं इससे बेहतर!",2026-04-20,18.7.1
5,"","👍",2026-04-20,17.12
5,"","this is best 😀😀😀",2026-04-20,18.5.0
5,"","good",2026-04-20,18.7.1
5,"","owsm for stock and share market",2026-04-20,18.7.1
5,"","Good app and user friendly",2026-04-20,18.7.0
4,"","very well",2026-04-20,18.7.1
5,"","Best Finance App",2026-04-19,18.7.1
5,"","great support for investment",2026-04-19,18.7.1
5,"","good for trading it keeps me updated and the return data, news and everything is quite accurate so far I'm enjoying using it ❤️",2026-04-19,18.7.1
5,"","exlent",2026-04-19,18.7.1
4,"","good",2026-04-19,18.5.0
5,"","best app for investment",2026-04-19,18.7.1
5,"","The easiest and user friendly platform with no error. I will tell others to come and join GROWW once. 🙏",2026-04-19,18.7.1
5,"","Grow is my favourite investment platform. Iam Happy for my broker is grow...",2026-04-19,18.6.1
5,"","love the User interface. other app should learn from this",2026-04-19,18.7.1
5,"","good investment platform",2026-04-19,18.6.1
1,"","very usefull app",2026-04-19,18.7.1
5,"","good 👍",2026-04-19,18.7.1
5,"","Nice Experience",2026-04-19,18.6.1
5,"","it's very easy to use",2026-04-19,18.5.0
4,"","very gud flatform...",2026-04-19,18.7.1
5,"","great",2026-04-19,18.7.1
1,"","it's fake app, do not invest via this, I am struggling in reclaiming my 70k, it's fraud app, do not use",2026-04-19,Unknown
5,"","good",2026-04-19,18.7.1
5,"","very nice and easy",2026-04-19,18.6.1
4,"","very good experience upar upar",2026-04-19,18.5.0
5,"","Broker charge kam kijiye",2026-04-19,18.7.1
5,"","nice",2026-04-19,18.7.1
5,"","good",2026-04-19,18.7.1
3,"","Use of app, is not much user friendly. lagging behind its Peer, considering filter, sorting features.",2026-04-19,18.7.1
5,"","the app is Best",2026-04-19,Unknown
5,"","thank u so much 😊🙏 Growwwwww 🤞❤️🫶👀",2026-04-19,18.7.1
5,"","nice app",2026-04-19,18.6.1
5,"","very helpful and good 👍",2026-04-19,18.5.0
4,"","nice",2026-04-19,18.7.1
5,"","such a growth the groww",2026-04-19,18.7.1
5,"","simple",2026-04-19,18.6.1
5,"","Good",2026-04-19,18.7.1
5,"","crazyyyyyy",2026-04-19,Unknown
5,"","nice",2026-04-19,18.7.1
5,"","nice 🙂",2026-04-19,18.7.1
5,"","nice 👍",2026-04-19,18.7.1
5,"","user friendly",2026-04-19,18.7.1
5,"","easy use",2026-04-19,18.7.1
5,"","fabulous 😍🤩",2026-04-19,18.6.1
5,"","very nice",2026-04-19,18.7.1
5,"","good",2026-04-19,18.3.1
1,"","most beautiful app",2026-04-19,Unknown
5,"","good",2026-04-19,18.7.1
5,"","very good",2026-04-19,18.6.1
5,"","easy for beginners",2026-04-19,Unknown
4,"","very fast",2026-04-19,18.7.1
5,"","Good 👍",2026-04-19,18.7.1
5,"","amazing",2026-04-19,18.7.1
5,"","One of my most favorite applications for investing and trading! The interface is clean, simple, and very user-friendly, making it perfect for both beginners and experienced users. Everything from stocks to mutual funds is easily accessible, and transactions are smooth and quick. Highly recommend Groww to anyone looking for a reliable and hassle-free investment platform!",2026-04-19,18.7.1
4,"","very good",2026-04-19,18.7.0
5,"","best grow app",2026-04-19,18.7.1
5,"","it's good",2026-04-19,18.6.1
4,"","okay",2026-04-19,18.7.0
5,"","good",2026-04-19,Unknown
4,"","👌👌",2026-04-19,18.7.1
5,"","Good",2026-04-19,18.5.0
5,"","I m very happy",2026-04-19,18.5.0
5,"","very good 👍👍👍",2026-04-19,Unknown
5,"","👍",2026-04-19,Unknown
5,"","very good",2026-04-19,18.7.1
1,"","brokerage so high",2026-04-19,Unknown
5,"","overall good 👍",2026-04-19,Unknown
5,"","good 👍",2026-04-19,18.4.3
5,"","nice",2026-04-19,18.6.1
5,"","fantastic time and cognitive",2026-04-19,18.7.1
5,"","good apps",2026-04-19,18.7.1
5,"","good",2026-04-19,18.6.1
5,"","Nice",2026-04-19,18.7.0
4,"","grow is best application for murtal funds.",2026-04-19,18.7.1
5,"","very good",2026-04-19,18.7.1
5,"","i am first time mutual fund stood i thing this is good 👍 for me in my future investment 💕💕💕💕💕......",2026-04-19,18.7.1
5,"","Awesome",2026-04-19,18.7.1
5,"","super",2026-04-19,18.7.1
1,"","Extremely frustrated with your pathetic system. If the PAN is the same, why demand offline signatures for Re-KYC? Online onboarding but offline updates make no sense. Your support bots and agents are useless. As a YouTuber, I’ll now expose your flawed system to my audience. I’m closing my account and moving to a better broker.",2026-04-19,18.7.1
1,"","update kyc will require 50₹ 🤣 , clown app",2026-04-19,18.7.1
5,"","unbelievable app",2026-04-19,18.7.1
3,"","Some time hang app & not show correct data .",2026-04-19,18.7.1
5,"","excellent app",2026-04-19,18.7.1
5,"","good",2026-04-19,18.7.1
5,"","nice",2026-04-19,18.7.1
5,"","very nice game and app",2026-04-19,Unknown
5,"","super",2026-04-19,18.7.1
5,"","Good",2026-04-19,18.7.0
5,"","good",2026-04-19,18.7.0
5,"","verry nice service...👍",2026-04-19,18.5.0
5,"","Excellent",2026-04-19,18.7.1
5,"","good 👍",2026-04-19,18.7.1
5,"","exalent",2026-04-19,18.7.1
5,"","great",2026-04-19,18.7.1
5,"","super fantastic amazing very good",2026-04-19,18.4.3
5,"","good",2026-04-19,18.7.0
5,"","This app is so good but hidden charging and government charging so many so Very bad for any treaders",2026-04-19,18.7.0
4,"","perfect for beginners",2026-04-19,18.7.0
5,"","Good",2026-04-19,Unknown
1,"","3rd class adds",2026-04-18,Unknown
1,"","AMC have credited the amount in my old bank account which was freeze. I cannot access it. Despite of telling hundreds times to change my bank account, you did not. You made me do the courier 2 times for account update, but you never update my bank account. It cost me 500 rupee for courier and now 3,123 . Now I'm going to take legal action, it's your fault.",2026-04-18,18.7.1
5,"","this app use very easy and simple. i am understanding easy this app",2026-04-18,18.7.1
1,"","very bad",2026-04-18,18.6.1
5,"","very good app",2026-04-18,18.7.1
5,"","very comfortable for a beginner investment",2026-04-18,18.7.1
5,"","absolutely the best app",2026-04-18,18.7.1
5,"","good",2026-04-18,18.7.1
5,"","Very easy to Freshers",2026-04-18,18.7.1
5,"","now at Great app happy now Sir tnx Long time user",2026-04-18,18.7.1
5,"","osm",2026-04-18,18.7.1
5,"","Best ui i have seen made me switch from other broker app. UPI payments are surprisingly fast love it. suggestions 1. more features can be added to upi like upi lite, upi widgets etc",2026-04-18,18.7.1
5,"","over all Very Good app",2026-04-18,18.7.1
5,"","very nice",2026-04-18,18.7.1
4,"","thanks for helping for poor people",2026-04-18,18.6.1
4,"","provide more security and solve the problem as early as",2026-04-18,18.6.1
5,"","👍🏻",2026-04-18,18.6.1
5,"","best",2026-04-18,18.7.1
5,"","easy to invest free demat account very nice platform for investing.",2026-04-18,18.7.1
5,"","good 👍🏻",2026-04-18,18.1.1
5,"","good",2026-04-18,18.7.1
5,"","best browsing app 👍",2026-04-18,17.78
5,"","best app",2026-04-18,18.7.1
5,"","nice 👍",2026-04-18,18.7.1
5,"","very good",2026-04-18,18.5.0
5,"","nice",2026-04-18,18.7.1
5,"","good app",2026-04-18,18.6.1
5,"","very good",2026-04-18,18.7.1
5,"","good",2026-04-18,18.6.1
1,"","One Of The Worst Apps For Trading Before Reaching SL Price Automatically Sell Position Also For Buying Buy At High Price ; Don't Use It",2026-04-18,18.7.1
5,"","excellent",2026-04-18,18.7.1
1,"","good",2026-04-18,18.7.1
4,"","I have been using the app for 3 years It is overall good. It need to improve at order execution in the intraday segment , it lags in speed execution.",2026-04-18,18.7.1
5,"","excellent 👌",2026-04-18,18.1.1
5,"","excellent 👍👌",2026-04-18,18.7.1
5,"","good",2026-04-18,18.7.1
5,"","good and easy application for market",2026-04-18,18.7.1
5,"","good",2026-04-18,18.7.1
