stars,title,body,date,version
5,"","excellent 👍",2026-03-30,18.6.1
5,"","Good aap 👍🏻👍🏻",2026-03-30,18.6.1
1,"","grow application very froudly company know investing any trading app always money lossing",2026-03-30,17.17
1,"","The update of 28-03-2026 is very poor and bad in which the market index icon has been made smaller due to which it does not work quickly and properly, trading in the market has become more difficult, we do not want this interface, it was there earlier.",2026-03-30,17.64
5,"","good app",2026-03-30,Unknown
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.3.1
3,"","charges are higher as compared to zerodha, also not very transparent about at the time of transaction.",2026-03-30,18.4.3
5,"","good",2026-03-30,18.5.0
5,"","Smart app",2026-03-30,18.5.0
5,"","Guru bahut achcha hai",2026-03-30,18.5.0
5,"","No knowledge without groww app",2026-03-30,18.5.0
5,"","v good",2026-03-30,18.5.0
4,"","Very good service.",2026-03-30,18.6.1
5,"","I'm using this app since 2024 and I have no complaint this app is amazing 😍 I never face a problem since I download",2026-03-30,18.4.3
5,"","goated app",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
5,"","बेस्ट app beginear",2026-03-30,18.6.1
4,"","good",2026-03-30,18.5.0
5,"","best",2026-03-30,18.5.0
5,"","gud service",2026-03-30,18.6.1
5,"","very easy",2026-03-30,18.5.0
5,"","ok",2026-03-30,18.5.0
5,"","great",2026-03-30,18.5.0
5,"","Best in terms of user friendlyness",2026-03-30,18.6.1
4,"","This app is too Good very easy process in stock market",2026-03-30,18.6.1
5,"","The new features are third class The old features were great to know all the charts at a single time after seeing the new feature I really want to uninstall the app",2026-03-30,18.5.0
5,"","ok",2026-03-30,18.6.1
5,"","great app",2026-03-30,18.5.0
5,"","Awesome and Very Good, Easy to Use",2026-03-30,18.5.0
5,"","class",2026-03-30,18.5.0
5,"","osm",2026-03-30,18.6.1
5,"","Great service",2026-03-30,18.6.1
5,"","this is best",2026-03-30,18.5.0
5,"","nice",2026-03-30,18.5.0
5,"","nice",2026-03-30,17.37
5,"","best",2026-03-30,18.5.0
5,"","super",2026-03-30,18.5.0
3,"","App was great until last update they change Ui of home screen where nifty , sensex now shown in single line which isn't that appealing",2026-03-30,18.5.0
5,"","good 👍",2026-03-30,18.5.0
4,"","please bring back the old way of showing the nifty and sensex windows. This current small line is not good to see",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
2,"","Very unstable app It keeps crashing every now and then. Neither a day goes by that it doesn't crash and finally becomes irresponsive. I wonder how they became an 🦄. Proper HR reply given by u guys. What do u think, I m a fool. U guys have made my day hell since the day I decided to go with groww. Guys if u have reached till here, I will suggest go with someone other than groww.",2026-03-30,18.5.0
5,"","user friendly",2026-03-30,18.5.0
5,"","grow is ejy tread",2026-03-30,18.5.0
5,"","I'm trust me groww",2026-03-30,18.4.3
5,"","easy to use",2026-03-30,18.6.1
5,"","good",2026-03-30,18.5.0
5,"","indian best broker application",2026-03-30,18.5.0
5,"","🙏",2026-03-30,18.4.3
5,"","all in one it's too good",2026-03-30,18.5.0
5,"","Great App ~ very easy to use!! ❤️",2026-03-30,18.6.1
5,"","super",2026-03-30,18.5.0
5,"","👍",2026-03-30,18.5.0
5,"","very good 👍🏻",2026-03-30,18.5.0
5,"","Great",2026-03-30,18.5.0
5,"","best",2026-03-30,18.5.0
5,"","good",2026-03-30,18.4.3
4,"","good",2026-03-30,18.5.0
5,"","good 💯",2026-03-30,18.6.1
5,"","good performance",2026-03-30,18.5.0
5,"","very easy entre face and simply understand",2026-03-30,Unknown
5,"","😊",2026-03-30,18.5.0
5,"","A1 app for the share market.",2026-03-30,18.6.1
5,"","super wow",2026-03-30,18.1.1
2,"","nice",2026-03-30,18.6.1
3,"","good",2026-03-30,18.5.0
5,"","good👍",2026-03-30,18.5.0
5,"","Good trading app",2026-03-30,18.6.1
5,"","magnificent 💞",2026-03-30,18.5.0
5,"","very useful to me and I will be in colly",2026-03-30,18.6.1
5,"","very easy and good...",2026-03-30,18.5.0
5,"","fantastic app..😚😚😚😚",2026-03-30,18.5.0
5,"","brokerage jada hai",2026-03-30,18.5.0
5,"","Very easy and Good 👍🏻",2026-03-30,18.5.0
5,"","this broker is best in sip and investment",2026-03-30,18.6.1
4,"","good for investment",2026-03-30,18.6.1
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","charge hevi",2026-03-30,18.5.0
5,"","good platform",2026-03-30,18.5.0
5,"","very good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
2,"","it consumes more tax in mft",2026-03-30,18.2.1
5,"","very good 👍",2026-03-30,18.5.0
5,"","investing is the best habit of life for all people",2026-03-30,18.5.0
5,"","Good",2026-03-30,18.5.0
5,"","very good 👍",2026-03-30,18.5.0
4,"","Nice work guys",2026-03-30,18.6.1
5,"","good",2026-03-30,18.5.0
5,"","good 👍",2026-03-30,18.5.0
5,"","very good app and orders excute fast",2026-03-30,18.6.1
5,"","very good",2026-03-30,18.5.0
5,"","Very user friendly interface with technical company information...",2026-03-30,18.5.0
5,"","good app",2026-03-30,18.5.0
5,"","nice faster interface, ultimate 👌",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
5,"","good",2026-03-30,18.5.0
5,"","Nice Aap 👍",2026-03-30,18.5.0
5,"","very good trading platform",2026-03-30,18.5.0
4,"","okay",2026-03-30,18.6.1
5,"","Nice app, we can easily understand options with this app. But brokerage charges are to high.",2026-03-30,18.5.0
5,"","good अपील",2026-03-30,18.5.0
5,"","very good app",2026-03-30,18.6.1
1,"","worst broker",2026-03-30,18.1.1
5,"","अच्छा है,",2026-03-30,17.96.6
5,"","good",2026-03-30,18.6.1
5,"","ok",2026-03-30,18.4.3
4,"","nice",2026-03-30,18.5.0
5,"","nice apps",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
5,"","excellent 👌",2026-03-30,18.6.1
5,"","excellent",2026-03-30,18.5.0
5,"","excellent",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","all caughtup",2026-03-30,18.5.0
5,"","trading interface is very good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
3,"","investment awareness required for investors",2026-03-30,18.6.1
5,"","लाइक so👍",2026-03-30,18.6.1
5,"","builden bahut achcha good 👍",2026-03-30,18.5.0
5,"","Exlent",2026-03-30,18.5.0
5,"","ok",2026-03-30,18.6.1
5,"","excellent",2026-03-30,18.5.0
5,"","Awesome......effective interface.....easy to use",2026-03-30,18.6.1
5,"","good",2026-03-30,18.5.0
5,"","okay good",2026-03-30,18.6.1
5,"","nice",2026-03-30,17.94.1
5,"","good",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
5,"","my trading guru is grow♥️",2026-03-30,18.6.1
5,"","Best' bigner",2026-03-30,18.6.1
5,"","groww veari Good ap",2026-03-30,18.6.1
3,"","thik hai",2026-03-30,18.5.0
5,"","good experience",2026-03-30,17.78
4,"","algo treding bhi add kar de",2026-03-30,18.5.0
5,"","good",2026-03-30,18.5.0
5,"","very easy. to use this app",2026-03-30,18.5.0
5,"","good",2026-03-30,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","This app made investing easy",2026-03-29,18.5.0
5,"","👍",2026-03-29,18.4.3
5,"","very Nice Service ♥️",2026-03-29,18.5.0
5,"","Good Apps",2026-03-29,18.5.0
5,"","nice",2026-03-29,18.5.0
5,"","Excellent 👌 experience .",2026-03-29,18.5.0
5,"","very easy to investment and some time they send some gift also",2026-03-29,18.4.3
5,"","nice on",2026-03-29,Unknown
5,"","Excellent Application",2026-03-29,18.5.0
4,"","it's was very good experience to me",2026-03-29,18.5.0
5,"","best app",2026-03-29,18.5.0
3,"","nice 👍",2026-03-29,18.4.3
5,"","okk report hai",2026-03-29,18.5.0
5,"","ok",2026-03-29,18.6.1
5,"","good",2026-03-29,18.6.1
5,"","good 👍",2026-03-29,18.6.1
5,"","Best trading app I have ever seen.",2026-03-29,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","ok ha best",2026-03-29,18.5.0
5,"","excellent",2026-03-29,18.5.0
5,"","nice",2026-03-29,18.5.0
5,"","nice",2026-03-29,18.6.1
5,"","very nice app",2026-03-29,18.6.1
5,"","super",2026-03-29,18.5.0
5,"","satisfied",2026-03-29,18.5.0
5,"","Good",2026-03-29,18.5.0
5,"","super",2026-03-29,18.6.1
5,"","best wishes you dear",2026-03-29,18.5.0
5,"","Good suggestions and easy to handle",2026-03-29,18.5.0
1,"","best trading and invest app 👍",2026-03-29,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","good",2026-03-29,Unknown
5,"","Very Best Application, I am using from 2022 till now there is no complaints regarding this App. They solve your queries on Time. Money withdraw process is good and on time.",2026-03-29,18.6.1
2,"","ok",2026-03-29,17.88
5,"","good experience..",2026-03-29,18.5.0
5,"","This app is very easy to use and great. i am very satisfied with this app..",2026-03-29,18.5.0
5,"","useful app and best app",2026-03-29,18.5.0
5,"","Very simple And good 👍👍 .I am fully satisfied and happy.",2026-03-29,18.5.0
3,"","okay",2026-03-29,18.6.1
4,"","Recently facing issues like showing FNO margins lot multiplication errors and availablr funds errors. Need to rectify on priority basis.",2026-03-29,18.5.0
5,"","very good experience",2026-03-29,18.5.0
5,"","very good 😊",2026-03-29,18.6.1
5,"","good",2026-03-29,18.6.1
5,"","good 👍",2026-03-29,18.5.0
1,"","previously it was good easy to take trade but after new updates it difficult to trade, just to veiw price chart it will take lot of time",2026-03-29,18.6.1
4,"","Trusted,go for it.",2026-03-29,18.6.1
4,"","amezing aap",2026-03-29,18.5.0
5,"","easy to use",2026-03-29,18.5.0
4,"","Good",2026-03-29,18.5.0
5,"","very useful",2026-03-29,18.6.1
5,"","good",2026-03-29,18.6.1
5,"","👍",2026-03-29,18.6.1
5,"","best app but brokrage high",2026-03-29,18.3.1
5,"","good",2026-03-29,18.5.0
5,"","good app",2026-03-29,18.5.0
5,"","Trust",2026-03-29,18.5.0
5,"","good to use",2026-03-29,18.5.0
5,"","king",2026-03-29,18.5.0
5,"","it's working good 👍",2026-03-29,Unknown
5,"","good experience",2026-03-29,18.6.1
5,"","express grow 🤨🤨",2026-03-29,18.5.0
5,"","User interface excellent, don't change forever",2026-03-29,18.5.0
5,"","it's a very good application, and it's easy to understand. For those who want to make money from the stock market it is a wonderful app.",2026-03-29,18.0.0
5,"","nice 👍",2026-03-29,18.2.1
5,"","good groww app",2026-03-29,18.2.1
5,"","good 👍",2026-03-29,18.4.3
5,"","good",2026-03-29,18.5.0
5,"","my neme rajesh kumar groww bahut hi aacha hai",2026-03-29,18.5.0
5,"","easy handling",2026-03-29,18.5.0
5,"","very good treding AAP",2026-03-29,18.5.0
5,"","very nice",2026-03-29,18.5.0
5,"","i love this app 😍",2026-03-29,Unknown
5,"","it's wary good 👍👍",2026-03-29,18.5.0
5,"","chart IQ option do hamen hamare indicator tradingview per nahin lagte..",2026-03-29,Unknown
2,"","no option to add Trailing stoploss for positional trading or swing trading",2026-03-29,18.6.1
5,"","bahut hi achcha ksp",2026-03-29,18.4.1
5,"","good",2026-03-29,18.4.3
5,"","good",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","it's good 😊",2026-03-29,18.4.3
1,"","In the latest version,the trading chart of groww application is useless not only that even the trading view chart is not working auto fib retrce isn't available if you try to use it manually then you can't set it up properly even if you try to remove fib indicator you can't ( and in old trading view chart you can split the screen in maximum 6 sections and can see 6 different stocks at a time)now can see only 1 chart for 1 stock that also malfunctioning it is really very poor form of groww app!!?",2026-03-29,18.5.0
5,"","very useful.",2026-03-29,18.5.0
5,"","good",2026-03-29,18.4.3
5,"","very good 👍",2026-03-29,18.6.1
5,"","nice",2026-03-29,17.96.6
5,"","Nice",2026-03-29,18.4.3
5,"","it's user friendly app crystal clear platform",2026-03-29,18.5.0
1,"","not interested not 🚫 interested",2026-03-29,Unknown
5,"","good.",2026-03-29,18.6.1
5,"","good app",2026-03-29,18.5.0
5,"","good interface",2026-03-29,18.4.3
5,"","ok",2026-03-29,Unknown
5,"","best app",2026-03-29,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","nice",2026-03-29,18.5.0
5,"","good",2026-03-29,18.4.3
5,"","excellent",2026-03-29,18.1.1
5,"","good",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","Nice application",2026-03-29,18.5.0
5,"","good app 👌",2026-03-29,18.5.0
5,"","very good",2026-03-29,17.64
5,"","best app",2026-03-29,Unknown
5,"","super 😉",2026-03-29,Unknown
5,"","well experienced",2026-03-29,18.6.1
5,"","good",2026-03-29,18.6.1
1,"","it doesn't support demo account",2026-03-29,Unknown
5,"","best of public review",2026-03-29,18.4.3
5,"","2good",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","it's simple and easy to use from another platform..",2026-03-29,18.5.0
3,"","nice ☺️☺️☺️☺️",2026-03-29,18.5.0
5,"","owsm😎",2026-03-29,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","good",2026-03-29,18.2.1
5,"","good warking",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","Easy to use... Overall very good!",2026-03-29,18.6.1
5,"","very good interface",2026-03-29,18.6.1
5,"","good",2026-03-29,18.4.3
4,"","best trading platform",2026-03-29,18.5.0
1,"","bahut bekar app hai",2026-03-29,Unknown
5,"","Great app, and easy interface",2026-03-29,18.5.0
5,"","nice🤩",2026-03-29,18.5.0
5,"","Thanks for Groww Team . I am Happy.",2026-03-29,18.6.1
5,"","good",2026-03-29,18.5.0
5,"","it's very easy to pay , and brokerage is also average this is good for investors",2026-03-29,Unknown
5,"","Nice work",2026-03-29,18.3.1
5,"","good",2026-03-29,18.6.1
5,"","best",2026-03-29,18.5.0
5,"","reliable",2026-03-29,16.75
5,"","Great app",2026-03-29,18.5.0
5,"","beginner ke liye sabse best broker 😀",2026-03-29,18.5.0
5,"","for me more to understand trading help",2026-03-29,18.5.0
5,"","good",2026-03-29,18.5.0
5,"","Good",2026-03-29,17.55
5,"","good",2026-03-29,18.5.0
5,"","fast speed",2026-03-29,18.6.1
5,"","good",2026-03-29,18.6.1
5,"","1.please enable ""swp"" option in this application. 2.please increase bond availablity. 🙌 other wise application is seriously no 1 and also easy to handle ♥️😀 thankyou groww team",2026-03-29,18.5.0
4,"","excellent",2026-03-29,18.5.0
5,"","it's good",2026-03-29,18.5.0
5,"","this very good 👍",2026-03-29,18.5.0
3,"","I am not having internet problem but the icons in stock market has become invisible. in mutual fund section it is okay.",2026-03-29,Unknown
5,"","super",2026-03-29,18.5.0
1,"","this many days i was able to track external mutual funds and now suddenly the feature is gone",2026-03-29,18.5.0
5,"","good 🩷🩷",2026-03-28,18.6.1
5,"","👍🏻",2026-03-28,18.5.0
5,"","nicr",2026-03-28,18.4.3
5,"","good",2026-03-28,18.5.0
5,"","best app",2026-03-28,18.5.0
5,"","excellent",2026-03-28,18.5.0
5,"","exilent",2026-03-28,18.5.0
5,"","very nice good app 👍",2026-03-28,18.5.0
5,"","good",2026-03-28,18.4.3
5,"","best platform for share market",2026-03-28,18.5.0
5,"","so good",2026-03-28,18.5.0
5,"","nice 👍",2026-03-28,18.5.0
5,"","good",2026-03-28,18.6.1
5,"","best app",2026-03-28,Unknown
5,"","bahut achcha hai good",2026-03-28,18.5.0
1,"","groove is the best",2026-03-28,17.92.3
5,"","like app",2026-03-28,Unknown
5,"","bast app",2026-03-28,18.6.1
5,"","very good app for mutual funds 👍",2026-03-28,18.5.0
5,"","super",2026-03-28,18.5.0
5,"","veri good",2026-03-28,18.5.0
1,"","very good",2026-03-28,18.5.0
5,"","good",2026-03-28,18.4.3
5,"","very useful app, easy to use",2026-03-28,18.5.0
1,"","External Mutual Fund Portfolio takes too much for show in Groww App , Please Reduce it",2026-03-28,Unknown
5,"","Easy to invest",2026-03-28,18.5.0
3,"","The app is user friendly , no lag but brokerage charges high.",2026-03-28,18.5.0
4,"","good",2026-03-28,18.5.0
4,"","One of the few investment apps that actually feels simple instead of confusing. Clean design, fast transactions, and everything is easy to find. Good for both beginners and regular investors. Makes tracking stocks and mutual funds much more convenient.",2026-03-28,18.5.0
5,"","Paramasivam Sivam. very grateful 🥰",2026-03-28,18.4.3
5,"","very good",2026-03-28,18.6.1
5,"","nice app",2026-03-28,18.6.1
5,"","sahi hai",2026-03-28,18.6.1
5,"","👍",2026-03-28,18.5.0
5,"","good",2026-03-28,18.5.0
5,"","The app is fabulous. one feature needs to be added for a combined portfolio which includes shares, mutual fund, epf, ppf, etc so we can see our wealth portfolio and take decisions on the results.",2026-03-28,18.5.0
5,"","good",2026-03-28,18.4.3
5,"","Best App for trading & investing, It's simply the best, no other Broker App falls even in competition of Groww, but higher brokerage charges made me move to Dhan. Still I'm invested only with MF in Groww.",2026-03-28,18.5.0
3,"","Otherwise it's good but lot of improvement needed. 1. Multiple accounts log in or switch accounts 2. Simple Insights to cumulate all data and give decision making power to users.",2026-03-28,18.6.1
4,"","very good",2026-03-28,18.6.1
5,"","Good",2026-03-28,16.44
1,"","third class app",2026-03-28,18.6.1
5,"","nice application",2026-03-28,18.5.0
5,"","good",2026-03-28,18.5.0
5,"",")1//Aap Hy thodee check from ordered koni ki ni kom",2026-03-28,Unknown
1,"","bhut khrab aap h kripya kr ke iske jhase me n aaye",2026-03-28,Unknown
5,"","good service better than angle one",2026-03-28,18.5.0
1,"","groww is a worst application, i can't withdrawn my wallet amount to my bank account, it takes 3days time, why you given wallet option, no use wallet option in without instant withdrawal, groww company give disclaimer near wallet explain about that it takes 3 days time to withdrawal in holidays, worst experience I faced when emergency period. zero ratings for groww application",2026-03-28,18.5.0
4,"","Happy",2026-03-28,18.6.1
5,"","very good",2026-03-28,18.5.0
5,"","nice 👍👍",2026-03-28,18.4.3
1,"","zero customer service support",2026-03-28,18.5.0
3,"","high brokrage charge",2026-03-28,18.5.0
5,"","good",2026-03-28,18.5.0
5,"","👌",2026-03-28,18.6.1
5,"","valo",2026-03-28,Unknown
5,"","Very nice and easy to use",2026-03-28,18.5.0
5,"","⭐⭐⭐⭐⭐",2026-03-28,18.4.3
3,"","good",2026-03-28,15.26
5,"","very good",2026-03-28,18.5.0
1,"","trailing SL not provide",2026-03-28,18.5.0
5,"","good 😊",2026-03-28,Unknown
5,"","very nice",2026-03-28,18.6.1
5,"","ok",2026-03-28,18.5.0
5,"","interested",2026-03-28,18.5.0
5,"","Grow application is very good, mutual fund is very good, I am very happy 👍😊",2026-03-28,18.5.0
1,"","On the listing day, the stock was not visible on the Groww app for around 10 minutes after it went live on the exchange. During the same time, it was available for trading on other brokerage platforms. This delay prevented me from entering at my intended price. For active traders, even a few minutes matter. I hope necessary improvements are made to avoid such delays in future listings.",2026-03-28,18.6.1
5,"","please add treding journal book",2026-03-28,18.5.0
1,"","very bad experience with groww. automatic money cut from wallet. please don't use such type app.",2026-03-28,18.1.1
5,"","super",2026-03-28,18.5.0
5,"","nice",2026-03-28,18.6.1
4,"","good",2026-03-28,18.5.0
5,"","please add gomati shankar cpr indicator also.it will be useful for trading",2026-03-28,18.5.0
5,"","best app for SIP",2026-03-28,18.6.1
5,"","Good",2026-03-28,18.4.3
5,"","good trading aap",2026-03-28,18.5.0
5,"","good",2026-03-28,18.5.0
5,"","very good",2026-03-28,18.5.0
5,"","good",2026-03-28,18.5.0
4,"","Suggestion: About adding Widget Dear Developer, if you add this feature widget in the app the user may be very helpful and make interest in Groww App. Scrolling Stock Price Bar Widget 1) In this widget user can add his favourite Stocks/ETF/Fund etc to show its live price 2) The widget may be fully customizable like font, Bar position, colour, Scrolling speed, Size of bar, Background color or transparent. 3)The widget may shown on anywhere in screen or lock screen or both it may be optional.",2026-03-28,18.5.0
5,"","वेरी गुड",2026-03-28,18.5.0
1,"","noncence",2026-03-28,17.44
5,"","good",2026-03-28,18.5.0
5,"","brilliant",2026-03-28,18.6.1
5,"","good",2026-03-28,18.6.1
5,"","very good 👍👍👍",2026-03-28,18.5.0
5,"","the best broker",2026-03-28,18.5.0
5,"","very good app",2026-03-28,18.5.0
5,"","Best app ever use",2026-03-28,18.5.0
5,"","nice",2026-03-28,18.5.0
5,"","help full",2026-03-28,18.5.0
4,"","user easy",2026-03-28,18.5.0
5,"","ok",2026-03-28,18.4.3
2,"","डी मैट में म्युचुअल फंड मार्जिन फंड चलाकर ..... बिना पूर्व सूचना आपने ऐसा किया ख़तरनाक भी हो सकता है सट्टेबाजी को बढ़ावा मिलेगा और छोटे निवेशकों की रकम ....इधर जा सकती है और एक ही झटके में सब .... नुक़सान",2026-03-28,18.5.0
5,"","excellent",2026-03-28,18.5.0
5,"","best app",2026-03-27,18.5.0
5,"","❤❤❤",2026-03-27,Unknown
5,"","👍",2026-03-27,18.4.3
5,"","👍",2026-03-27,18.6.1
5,"","excellent",2026-03-27,17.93.2
1,"","worst app i request everyone to please do not download this application because for future and options this application is worst and charges too much fees as scurity fee, igst, sgst, brokerage etc / for else also please do not download this application.",2026-03-27,Unknown
1,"","its very disgusting app, I used since 2020 but day by day they increased the broking charge quite higher even sometimes we can't book profit due to their glitch and at the end we have to bear loss . and customer care support is very poor. I recommend to don't use , many better trusted option available in market with significant lower brokerages.",2026-03-27,Unknown
1,"","charges is too high ,",2026-03-27,Unknown
3,"","Why doesn't your 4hr chart display properly ? This issue is there for months and you all ain't correcting this!!",2026-03-27,Unknown
5,"","good",2026-03-27,Unknown
1,"","fed up with you guys i wish i could recover my money which is stucked with u . i will never install this app ever in my entire life .to hell with u team grow",2026-03-27,17.95.0
5,"","gpay groww application mein paise transfer nahin ho rahe",2026-03-27,18.5.0
4,"","Please revert the change, the indices section has become like a strip, earlier size was good where you can see the relevant details without opening.",2026-03-27,18.5.0
5,"","very good 😊",2026-03-27,15.54
5,"","good",2026-03-27,18.5.0
5,"","good Apps",2026-03-27,18.5.0
5,"","Good 👍",2026-03-27,18.5.0
2,"","nifty sensex banknifty front size change pls small to large",2026-03-27,18.5.0
1,"","not able to refresh portfolio",2026-03-27,18.6.1
5,"","thank you for grow I future",2026-03-27,18.5.0
4,"","Very simpal app",2026-03-27,18.5.0
4,"","👍",2026-03-27,18.6.1
5,"","sapna hai mera bhi amir banane ka...",2026-03-27,18.6.1
3,"","if SL already set then could not exit from another place. before update version it will not happened. please change the error",2026-03-27,18.6.1
5,"","all required information is available in App.Excellent",2026-03-27,18.5.0
5,"","thank you.j. xvv",2026-03-26,18.5.0
5,"","good esprinc",2026-03-26,18.5.0
5,"","Groww is the best app for trading and investment , I am really impressed by my experience in her really very crazy",2026-03-26,18.5.0
5,"","cool best mobile application",2026-03-26,18.5.0
5,"","this app is great iam extremely likely this app because the app interface was absolutely great and easy process to get loan",2026-03-26,Unknown
1,"","no good",2026-03-26,Unknown
1,"","WHY Tracking external funds is currently paused ???? You could have done it from the beginning. It's not right to suddenly stop it now.",2026-03-26,Unknown
5,"","good 😊",2026-03-26,18.5.0
5,"","good",2026-03-26,18.6.1
5,"","best app for thanks 👍",2026-03-26,Unknown
5,"","easy to use",2026-03-26,18.6.1
1,"","VERY BAD SERVICES AT GROW THEY DONT CARE MY FUNDS ARE STUCK WITH THEM FOR MY MF REDWMPTIONS FOR MORE THAN 10 DAYS AND NO PROPER REPLY AND SUDDENLY GOT EMAIL FEOM AMC TO SWND CHQS WHATTS GOING KN I SAID DO MOT SEND ANYTHING PHYSICAL JUST INITIATE RTGS AGAIN BUT NO ONE SPEAKS NO ONE CARWS VERST DECEAIKN OF MY LIFE TO MOVE FROM ZERODHA TO GROWW THE AMOUNT IS BIG",2026-03-26,18.5.0
5,"","sure but if any of your customer representative guide the new investor for positive movement.",2026-03-26,18.5.0
5,"","Best Indion brokerage analyst app",2026-03-26,18.5.0
5,"","very good",2026-03-26,18.5.0
4,"","good",2026-03-26,18.5.0
4,"","trust",2026-03-26,18.5.0
5,"","best platform..love its interfaces..",2026-03-26,18.5.0
3,"","ok",2026-03-26,18.5.0
5,"","nice",2026-03-26,18.5.0
5,"","very good",2026-03-25,18.5.0
1,"","Demanding ITR 2025-26,year not ended right now,not possible",2026-03-25,18.5.0
5,"","ok",2026-03-25,18.4.3
3,"","not good",2026-03-25,18.5.0
5,"","Very nice app Thanks all time ⌚Best app",2026-03-25,18.1.1
5,"","good",2026-03-25,18.4.3
1,"","add scalper mode and line drag stop-loss system and index call put premium charts in a one screen and add more indicators .",2026-03-25,18.5.0
4,"","great",2026-03-25,18.5.0
3,"","good 😊",2026-03-25,Unknown
4,"","nice",2026-03-25,18.4.3
1,"","I think the app developers are sleeping because A basic function like saving chart template option is not there do you expect each trader to set indicators etc. each time they open a chart ? no common sense at all. stop wasting money on advertisements and use that money to make your product better. thank you",2026-03-25,18.5.0
1,"","no real time data delay pcr oi data slow app speed n market big move when app not work good leging always n buy sell market price time when always hight price buying n sell time always low price app scren show withrawal limit only 2 lakh hmare hi deposit pese hame time par ni milte next day day withrawal why I tell bcoz u dabba treding clint k oder hi nse par ni bejte h",2026-03-25,18.5.0
5,"","Best app for investment",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
5,"","nice",2026-03-25,Unknown
5,"","Goo😍d",2026-03-25,Unknown
1,"","do not invest at all , definitely you will lose your money,be very careful",2026-03-25,18.4.2
5,"","very good AAP",2026-03-25,18.5.0
5,"","Nice 👍🙂",2026-03-25,18.5.0
5,"","very good",2026-03-25,18.5.0
5,"","Thanks for you 🖤",2026-03-25,Unknown
5,"","very good 😊",2026-03-25,18.5.0
1,"","don't download type of addiction",2026-03-25,Unknown
3,"","tracking of external funds and updation is paused from the last many days.. till time no update from the groww app.",2026-03-25,18.6.1
5,"","very nice",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
4,"","nice",2026-03-25,Unknown
5,"","very nice 👍",2026-03-25,18.5.0
3,"","app to easy hai use krne m but kbhi kbhi sare fund update nhi Hote timely or abhi bhi do month se 2 fund k unit abhi tk update nhi hue h jabki payment cut ho gya account se",2026-03-25,18.5.0
5,"","good",2026-03-25,Unknown
1,"","Too many technical glitches, worst app",2026-03-25,18.5.0
5,"","nice",2026-03-25,18.5.0
5,"","very very simple app",2026-03-25,18.5.0
5,"","invest for best 👍🏻👌🏻",2026-03-25,18.4.3
5,"","great application",2026-03-25,18.5.0
5,"","nice",2026-03-25,18.5.0
5,"","best",2026-03-25,18.5.0
5,"","very nice working",2026-03-25,18.5.0
5,"","it's too good platform for beginner and all of that",2026-03-25,18.5.0
1,"","waste of time no use",2026-03-25,Unknown
3,"","add target trail system",2026-03-25,18.5.0
5,"","Best apps to invest",2026-03-25,18.5.0
5,"","super experience",2026-03-25,18.5.0
4,"","good",2026-03-25,18.3.1
1,"","""Terrible experience with Groww app. Due to a glitch, I couldn't close my position and ended up with a massive loss of ₹250,000. When I raised a complaint, the response was 'trade in small quantity'. Unbelievable customer support. Not recommended for serious investors.""",2026-03-25,18.5.0
3,"","loan update very rare few months once loan update so very disappointed",2026-03-25,18.5.0
5,"","Quick response, profitable suggestions",2026-03-25,18.5.0
1,"","customer support me na call Request aata h na kitani bar call kiye but lagata nahi h option candle me hi buy or sell options nhi aata hai page ko back karke sell karne pe bhari loss ho jata hai buy or sell options live candle me hi hona chahiye jisase live trade kar sake Sabse ghatiya app h mujhe bhari loss ho gaya h",2026-03-25,Unknown
5,"","Intelligent! Groww No 1 🇮🇳JaiHind🇮🇳❤️",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
5,"","All good",2026-03-25,Unknown
5,"","Great",2026-03-25,18.1.1
1,"","if you want to grow, in life don't use groww for trading intraday",2026-03-25,18.5.0
5,"","best trading experience original trading app.",2026-03-25,Unknown
